ID,Produto,Categoria,Preço,Quantidade,Data_Venda,Vendedor
401,Produto B,Categoria 2,84.65,3,2024-02-05,Vendedor 1
402,Produto B,Categoria 2,37.24,5,2024-02-06,Vendedor 1
403,Produto C,Categoria 2,52.1,1,2024-02-07,Vendedor 1
404,Produto C,Categoria 1,34.55,15,2024-02-08,Vendedor 3
405,Produto B,Categoria 2,51.72,3,2024-02-09,Vendedor 1
406,Produto C,Categoria 3,89.91,8,2024-02-10,Vendedor 1
407,Produto A,Categoria 2,50.96,9,2024-02-11,Vendedor 1
408,Produto B,Categoria 1,60.03,15,2024-02-12,Vendedor 3
409,Produto C,Categoria 2,46.36,10,2024-02-13,Vendedor 2
410,Produto B,Categoria 2,51.41,2,2024-02-14,Vendedor 2
411,Produto A,Categoria 3,11.37,5,2024-02-15,Vendedor 1
412,Produto B,Categoria 2,35.54,19,2024-02-16,Vendedor 1
413,Produto B,Categoria 3,49.29,13,2024-02-17,Vendedor 2
414,Produto B,Categoria 3,67.04,11,2024-02-18,Vendedor 2
415,Produto B,Categoria 1,50.5,1,2024-02-19,Vendedor 2
416,Produto A,Categoria 3,40.4,15,2024-02-20,Vendedor 2
417,Produto B,Categoria 3,44.93,18,2024-02-21,Vendedor 1
418,Produto B,Categoria 1,31.81,16,2024-02-22,Vendedor 1
419,Produto C,Categoria 3,93.2,9,2024-02-23,Vendedor 1
420,Produto B,Categoria 1,56.96,1,2024-02-24,Vendedor 2
421,Produto C,Categoria 2,11.21,11,2024-02-25,Vendedor 3
422,Produto A,Categoria 1,11.75,9,2024-02-26,Vendedor 2
423,Produto A,Categoria 3,97.57,11,2024-02-27,Vendedor 2
424,Produto A,Categoria 1,29.93,13,2024-02-28,Vendedor 3
425,Produto A,Categoria 3,82.5,2,2024-02-29,Vendedor 3
426,Produto C,Categoria 2,15.24,14,2024-03-01,Vendedor 2
427,Produto B,Categoria 1,92.9,6,2024-03-02,Vendedor 3
428,Produto A,Categoria 2,88.7,8,2024-03-03,Vendedor 3
429,Produto B,Categoria 3,61.4,18,2024-03-04,Vendedor 3
430,Produto C,Categoria 3,10.81,16,2024-03-05,Vendedor 2
431,Produto C,Categoria 2,33.2,12,2024-03-06,Vendedor 2
432,Produto C,Categoria 1,46.61,11,2024-03-07,Vendedor 3
433,Produto A,Categoria 1,51.41,6,2024-03-08,Vendedor 1
434,Produto B,Categoria 3,36.79,3,2024-03-09,Vendedor 3
435,Produto B,Categoria 2,12.97,14,2024-03-10,Vendedor 3
436,Produto B,Categoria 2,63.11,2,2024-03-11,Vendedor 2
437,Produto C,Categoria 1,57.17,11,2024-03-12,Vendedor 1
438,Produto A,Categoria 1,35.47,3,2024-03-13,Vendedor 3
439,Produto C,Categoria 1,13.42,18,2024-03-14,Vendedor 1
440,Produto C,Categoria 2,99.51,1,2024-03-15,Vendedor 2
441,Produto B,Categoria 1,53.38,1,2024-03-16,Vendedor 1
442,Produto C,Categoria 1,78.04,12,2024-03-17,Vendedor 2
443,Produto B,Categoria 3,50.71,15,2024-03-18,Vendedor 3
444,Produto A,Categoria 1,13.89,5,2024-03-19,Vendedor 2
445,Produto B,Categoria 1,37.86,6,2024-03-20,Vendedor 1
446,Produto A,Categoria 2,38.81,16,2024-03-21,Vendedor 1
447,Produto B,Categoria 2,85.45,12,2024-03-22,Vendedor 1
448,Produto C,Categoria 3,68.88,12,2024-03-23,Vendedor 3
449,Produto C,Categoria 1,34.79,3,2024-03-24,Vendedor 1
450,Produto A,Categoria 3,97.1,2,2024-03-25,Vendedor 1
451,Produto A,Categoria 2,38.94,7,2024-03-26,Vendedor 1
452,Produto A,Categoria 3,99.84,2,2024-03-27,Vendedor 2
453,Produto B,Categoria 2,99.65,7,2024-03-28,Vendedor 1
454,Produto B,Categoria 3,27.21,11,2024-03-29,Vendedor 2
455,Produto A,Categoria 3,38.15,11,2024-03-30,Vendedor 1
456,Produto C,Categoria 1,53.74,14,2024-03-31,Vendedor 2
457,Produto B,Categoria 3,69.77,3,2024-04-01,Vendedor 2
458,Produto B,Categoria 1,57.52,14,2024-04-02,Vendedor 3
459,Produto B,Categoria 1,97.25,11,2024-04-03,Vendedor 3
460,Produto A,Categoria 1,75.16,4,2024-04-04,Vendedor 2
461,Produto A,Categoria 1,29.08,17,2024-04-05,Vendedor 2
462,Produto A,Categoria 3,19.46,16,2024-04-06,Vendedor 3
463,Produto A,Categoria 2,71.96,3,2024-04-07,Vendedor 2
464,Produto A,Categoria 2,24.26,10,2024-04-08,Vendedor 3
465,Produto C,Categoria 2,80.89,15,2024-04-09,Vendedor 3
466,Produto C,Categoria 3,37.99,8,2024-04-10,Vendedor 1
467,Produto A,Categoria 1,39.42,18,2024-04-11,Vendedor 1
468,Produto B,Categoria 2,10.97,3,2024-04-12,Vendedor 3
469,Produto A,Categoria 3,73.09,7,2024-04-13,Vendedor 3
470,Produto C,Categoria 1,20.19,10,2024-04-14,Vendedor 2
471,Produto C,Categoria 2,79.56,9,2024-04-15,Vendedor 3
472,Produto B,Categoria 1,54.27,14,2024-04-16,Vendedor 3
473,Produto C,Categoria 2,80.59,14,2024-04-17,Vendedor 1
474,Produto A,Categoria 2,62.55,11,2024-04-18,Vendedor 3
475,Produto B,Categoria 2,17.42,1,2024-04-19,Vendedor 2
476,Produto A,Categoria 1,78.91,4,2024-04-20,Vendedor 3
477,Produto A,Categoria 3,16.28,6,2024-04-21,Vendedor 1
478,Produto B,Categoria 1,53.08,5,2024-04-22,Vendedor 1
479,Produto A,Categoria 2,25.51,3,2024-04-23,Vendedor 1
480,Produto C,Categoria 1,77.71,2,2024-04-24,Vendedor 1
481,Produto A,Categoria 3,92.04,3,2024-04-25,Vendedor 3
482,Produto B,Categoria 1,59.87,9,2024-04-26,Vendedor 2
483,Produto B,Categoria 3,57.44,19,2024-04-27,Vendedor 2
484,Produto B,Categoria 3,78.76,19,2024-04-28,Vendedor 2
485,Produto A,Categoria 1,10.46,17,2024-04-29,Vendedor 3
486,Produto B,Categoria 2,92.6,18,2024-04-30,Vendedor 3
487,Produto B,Categoria 3,27.77,11,2024-05-01,Vendedor 3
488,Produto A,Categoria 1,98.57,12,2024-05-02,Vendedor 2
489,Produto C,Categoria 3,76.26,3,2024-05-03,Vendedor 3
490,Produto A,Categoria 2,79.68,18,2024-05-04,Vendedor 3
491,Produto B,Categoria 1,69.06,6,2024-05-05,Vendedor 1
492,Produto B,Categoria 1,52.45,7,2024-05-06,Vendedor 1
493,Produto A,Categoria 1,61.45,1,2024-05-07,Vendedor 2
494,Produto C,Categoria 2,14.18,6,2024-05-08,Vendedor 1
495,Produto B,Categoria 3,66.16,18,2024-05-09,Vendedor 1
496,Produto B,Categoria 1,66.35,13,2024-05-10,Vendedor 1
497,Produto B,Categoria 3,90.21,19,2024-05-11,Vendedor 3
498,Produto A,Categoria 3,55.51,7,2024-05-12,Vendedor 1
499,Produto B,Categoria 2,16.94,19,2024-05-13,Vendedor 1
500,Produto C,Categoria 1,37.56,9,2024-05-14,Vendedor 1
501,Produto B,Categoria 3,69.01,3,2024-05-15,Vendedor 3
502,Produto B,Categoria 1,31.53,12,2024-05-16,Vendedor 2
503,Produto C,Categoria 1,35.25,18,2024-05-17,Vendedor 3
504,Produto B,Categoria 2,83.84,8,2024-05-18,Vendedor 3
505,Produto A,Categoria 1,62.59,9,2024-05-19,Vendedor 1
506,Produto A,Categoria 1,55.77,13,2024-05-20,Vendedor 2
507,Produto A,Categoria 3,38.66,8,2024-05-21,Vendedor 1
508,Produto C,Categoria 2,75.78,10,2024-05-22,Vendedor 1
509,Produto B,Categoria 1,35.89,17,2024-05-23,Vendedor 2
510,Produto A,Categoria 3,76.34,7,2024-05-24,Vendedor 2
511,Produto C,Categoria 2,16.31,17,2024-05-25,Vendedor 3
512,Produto B,Categoria 2,87.81,18,2024-05-26,Vendedor 2
513,Produto C,Categoria 3,54.96,2,2024-05-27,Vendedor 3
514,Produto A,Categoria 3,49.47,3,2024-05-28,Vendedor 3
515,Produto A,Categoria 3,64.99,19,2024-05-29,Vendedor 1
516,Produto A,Categoria 3,66.18,1,2024-05-30,Vendedor 1
517,Produto C,Categoria 3,21.88,10,2024-05-31,Vendedor 1
518,Produto C,Categoria 1,78.06,14,2024-06-01,Vendedor 2
519,Produto A,Categoria 1,34.83,13,2024-06-02,Vendedor 2
520,Produto C,Categoria 2,91.45,9,2024-06-03,Vendedor 3
521,Produto A,Categoria 1,83.61,6,2024-06-04,Vendedor 3
522,Produto A,Categoria 1,41.16,6,2024-06-05,Vendedor 3
523,Produto B,Categoria 1,82.7,19,2024-06-06,Vendedor 2
524,Produto C,Categoria 3,42.08,10,2024-06-07,Vendedor 3
525,Produto A,Categoria 2,19.09,3,2024-06-08,Vendedor 3
526,Produto A,Categoria 2,96.57,18,2024-06-09,Vendedor 2
527,Produto C,Categoria 2,68.73,19,2024-06-10,Vendedor 1
528,Produto B,Categoria 2,51.05,5,2024-06-11,Vendedor 2
529,Produto B,Categoria 1,45.8,11,2024-06-12,Vendedor 3
530,Produto A,Categoria 1,39.22,10,2024-06-13,Vendedor 1
531,Produto C,Categoria 3,98.33,17,2024-06-14,Vendedor 2
532,Produto B,Categoria 2,22.13,4,2024-06-15,Vendedor 1
533,Produto C,Categoria 1,38.33,18,2024-06-16,Vendedor 1
534,Produto C,Categoria 1,53.69,18,2024-06-17,Vendedor 3
535,Produto A,Categoria 3,53.02,1,2024-06-18,Vendedor 2
536,Produto B,Categoria 3,52.42,14,2024-06-19,Vendedor 3
537,Produto A,Categoria 3,25.82,8,2024-06-20,Vendedor 2
538,Produto B,Categoria 1,23.04,2,2024-06-21,Vendedor 2
539,Produto B,Categoria 1,32.93,19,2024-06-22,Vendedor 2
540,Produto B,Categoria 3,92.31,15,2024-06-23,Vendedor 1
541,Produto B,Categoria 2,20.17,2,2024-06-24,Vendedor 1
542,Produto B,Categoria 3,78.17,4,2024-06-25,Vendedor 3
543,Produto C,Categoria 3,78.18,1,2024-06-26,Vendedor 2
544,Produto A,Categoria 3,82.88,19,2024-06-27,Vendedor 2
545,Produto C,Categoria 3,89.8,10,2024-06-28,Vendedor 1
546,Produto B,Categoria 1,33.67,1,2024-06-29,Vendedor 2
547,Produto A,Categoria 2,30.21,15,2024-06-30,Vendedor 3
548,Produto B,Categoria 3,51.9,4,2024-07-01,Vendedor 2
549,Produto A,Categoria 2,33.86,7,2024-07-02,Vendedor 2
550,Produto C,Categoria 2,76.09,7,2024-07-03,Vendedor 1
551,Produto A,Categoria 2,67.23,18,2024-07-04,Vendedor 2
552,Produto A,Categoria 3,88.75,13,2024-07-05,Vendedor 3
553,Produto A,Categoria 1,17.45,10,2024-07-06,Vendedor 3
554,Produto A,Categoria 3,92.36,8,2024-07-07,Vendedor 3
555,Produto A,Categoria 2,36.4,10,2024-07-08,Vendedor 3
556,Produto B,Categoria 2,54.16,14,2024-07-09,Vendedor 1
557,Produto A,Categoria 1,49.48,14,2024-07-10,Vendedor 2
558,Produto A,Categoria 3,78.43,11,2024-07-11,Vendedor 1
559,Produto C,Categoria 2,47.83,6,2024-07-12,Vendedor 3
560,Produto A,Categoria 1,94.92,1,2024-07-13,Vendedor 2
561,Produto C,Categoria 2,91.23,19,2024-07-14,Vendedor 1
562,Produto B,Categoria 1,88.49,7,2024-07-15,Vendedor 2
563,Produto A,Categoria 1,16.41,18,2024-07-16,Vendedor 3
564,Produto C,Categoria 3,86.88,3,2024-07-17,Vendedor 3
565,Produto C,Categoria 2,80.35,11,2024-07-18,Vendedor 2
566,Produto B,Categoria 3,19.32,5,2024-07-19,Vendedor 2
567,Produto A,Categoria 2,19.67,19,2024-07-20,Vendedor 3
568,Produto A,Categoria 3,19.1,2,2024-07-21,Vendedor 1
569,Produto C,Categoria 2,11.02,4,2024-07-22,Vendedor 3
570,Produto A,Categoria 3,59.38,10,2024-07-23,Vendedor 2
571,Produto C,Categoria 1,97.61,2,2024-07-24,Vendedor 1
572,Produto A,Categoria 2,49.48,8,2024-07-25,Vendedor 3
573,Produto C,Categoria 2,58.67,1,2024-07-26,Vendedor 2
574,Produto A,Categoria 1,97.12,6,2024-07-27,Vendedor 2
575,Produto B,Categoria 3,32.97,11,2024-07-28,Vendedor 2
576,Produto A,Categoria 2,87.26,10,2024-07-29,Vendedor 1
577,Produto A,Categoria 2,59.18,13,2024-07-30,Vendedor 1
578,Produto B,Categoria 3,61.25,1,2024-07-31,Vendedor 1
579,Produto A,Categoria 1,40.89,2,2024-08-01,Vendedor 1
580,Produto B,Categoria 3,60.54,3,2024-08-02,Vendedor 2
581,Produto A,Categoria 3,16.58,9,2024-08-03,Vendedor 2
582,Produto C,Categoria 3,78.82,5,2024-08-04,Vendedor 1
583,Produto C,Categoria 2,35.62,10,2024-08-05,Vendedor 1
584,Produto A,Categoria 1,89.88,10,2024-08-06,Vendedor 2
585,Produto A,Categoria 1,43.11,12,2024-08-07,Vendedor 3
586,Produto A,Categoria 3,22.85,18,2024-08-08,Vendedor 3
587,Produto C,Categoria 2,72.63,1,2024-08-09,Vendedor 2
588,Produto A,Categoria 3,24.81,3,2024-08-10,Vendedor 1
589,Produto C,Categoria 2,77.83,5,2024-08-11,Vendedor 1
590,Produto B,Categoria 2,97.13,17,2024-08-12,Vendedor 2
591,Produto C,Categoria 2,80.16,8,2024-08-13,Vendedor 3
592,Produto C,Categoria 2,12.02,17,2024-08-14,Vendedor 2
593,Produto B,Categoria 1,63.99,9,2024-08-15,Vendedor 2
594,Produto C,Categoria 2,72.59,6,2024-08-16,Vendedor 2
595,Produto A,Categoria 2,84.29,17,2024-08-17,Vendedor 1
596,Produto A,Categoria 3,15.04,8,2024-08-18,Vendedor 1
597,Produto C,Categoria 3,53.21,7,2024-08-19,Vendedor 1
598,Produto A,Categoria 1,58.18,7,2024-08-20,Vendedor 3
599,Produto C,Categoria 3,25.22,15,2024-08-21,Vendedor 2
600,Produto A,Categoria 2,39.02,7,2024-08-22,Vendedor 2
601,Produto A,Categoria 3,49.62,8,2024-08-23,Vendedor 3
602,Produto C,Categoria 1,84.99,9,2024-08-24,Vendedor 1
603,Produto A,Categoria 3,93.65,15,2024-08-25,Vendedor 2
604,Produto C,Categoria 3,66.56,2,2024-08-26,Vendedor 3
605,Produto A,Categoria 1,45.55,7,2024-08-27,Vendedor 1
606,Produto A,Categoria 1,32.86,15,2024-08-28,Vendedor 1
607,Produto B,Categoria 2,98.39,18,2024-08-29,Vendedor 2
608,Produto B,Categoria 3,98.47,18,2024-08-30,Vendedor 1
609,Produto C,Categoria 2,93.25,10,2024-08-31,Vendedor 3
610,Produto B,Categoria 3,80.71,18,2024-09-01,Vendedor 1
611,Produto C,Categoria 3,39.32,1,2024-09-02,Vendedor 2
612,Produto B,Categoria 2,83.53,7,2024-09-03,Vendedor 3
613,Produto A,Categoria 3,46.79,3,2024-09-04,Vendedor 1
614,Produto C,Categoria 3,39.41,14,2024-09-05,Vendedor 1
615,Produto C,Categoria 3,77.04,12,2024-09-06,Vendedor 1
616,Produto A,Categoria 1,17.17,14,2024-09-07,Vendedor 3
617,Produto C,Categoria 2,14.37,4,2024-09-08,Vendedor 1
618,Produto C,Categoria 1,50.32,13,2024-09-09,Vendedor 2
619,Produto B,Categoria 2,50.11,16,2024-09-10,Vendedor 3
620,Produto C,Categoria 2,90.61,16,2024-09-11,Vendedor 3
621,Produto A,Categoria 3,21.35,5,2024-09-12,Vendedor 1
622,Produto B,Categoria 2,21.1,6,2024-09-13,Vendedor 3
623,Produto B,Categoria 1,23.27,6,2024-09-14,Vendedor 2
624,Produto A,Categoria 1,12.68,18,2024-09-15,Vendedor 3
625,Produto A,Categoria 1,16.46,6,2024-09-16,Vendedor 2
626,Produto B,Categoria 2,69.39,7,2024-09-17,Vendedor 1
627,Produto C,Categoria 1,48.84,16,2024-09-18,Vendedor 3
628,Produto B,Categoria 2,78.72,9,2024-09-19,Vendedor 2
629,Produto A,Categoria 1,99.33,13,2024-09-20,Vendedor 1
630,Produto B,Categoria 1,69.31,12,2024-09-21,Vendedor 2
631,Produto A,Categoria 2,14.54,19,2024-09-22,Vendedor 3
632,Produto B,Categoria 1,19.41,1,2024-09-23,Vendedor 3
633,Produto C,Categoria 3,89.29,8,2024-09-24,Vendedor 2
634,Produto B,Categoria 2,57.47,4,2024-09-25,Vendedor 1
635,Produto B,Categoria 2,84.24,19,2024-09-26,Vendedor 1
636,Produto A,Categoria 2,87.1,5,2024-09-27,Vendedor 1
637,Produto A,Categoria 3,93.49,17,2024-09-28,Vendedor 1
638,Produto A,Categoria 2,95.48,3,2024-09-29,Vendedor 2
639,Produto B,Categoria 1,59.93,19,2024-09-30,Vendedor 3
640,Produto C,Categoria 1,40.69,1,2024-10-01,Vendedor 2
641,Produto A,Categoria 1,96.57,1,2024-10-02,Vendedor 3
642,Produto A,Categoria 2,59.27,9,2024-10-03,Vendedor 3
643,Produto B,Categoria 1,15.78,5,2024-10-04,Vendedor 2
644,Produto A,Categoria 2,67.85,7,2024-10-05,Vendedor 2
645,Produto C,Categoria 1,62.89,6,2024-10-06,Vendedor 1
646,Produto C,Categoria 3,90.62,17,2024-10-07,Vendedor 3
647,Produto A,Categoria 3,68.79,17,2024-10-08,Vendedor 1
648,Produto A,Categoria 3,41.41,13,2024-10-09,Vendedor 1
649,Produto B,Categoria 3,96.96,12,2024-10-10,Vendedor 2
650,Produto C,Categoria 2,82.15,4,2024-10-11,Vendedor 1
651,Produto C,Categoria 1,66.74,8,2024-10-12,Vendedor 1
652,Produto A,Categoria 3,36.36,5,2024-10-13,Vendedor 1
653,Produto B,Categoria 2,43.62,5,2024-10-14,Vendedor 2
654,Produto C,Categoria 3,70.3,13,2024-10-15,Vendedor 1
655,Produto C,Categoria 3,16.48,11,2024-10-16,Vendedor 1
656,Produto B,Categoria 2,33.1,8,2024-10-17,Vendedor 2
657,Produto B,Categoria 2,74.25,8,2024-10-18,Vendedor 2
658,Produto C,Categoria 1,53.2,1,2024-10-19,Vendedor 2
659,Produto C,Categoria 1,46.22,13,2024-10-20,Vendedor 3
660,Produto B,Categoria 3,23.63,5,2024-10-21,Vendedor 2
661,Produto C,Categoria 3,49.77,8,2024-10-22,Vendedor 3
662,Produto A,Categoria 1,79.36,17,2024-10-23,Vendedor 2
663,Produto A,Categoria 1,33.76,13,2024-10-24,Vendedor 2
664,Produto B,Categoria 2,10.49,9,2024-10-25,Vendedor 2
665,Produto B,Categoria 1,70.17,2,2024-10-26,Vendedor 3
666,Produto B,Categoria 1,97.54,19,2024-10-27,Vendedor 1
667,Produto A,Categoria 3,64.61,17,2024-10-28,Vendedor 2
668,Produto C,Categoria 1,20.79,7,2024-10-29,Vendedor 3
669,Produto A,Categoria 3,38.87,3,2024-10-30,Vendedor 2
670,Produto C,Categoria 1,88.09,19,2024-10-31,Vendedor 1
671,Produto A,Categoria 2,30.93,19,2024-11-01,Vendedor 3
672,Produto C,Categoria 1,64.69,9,2024-11-02,Vendedor 2
673,Produto A,Categoria 1,46.24,10,2024-11-03,Vendedor 2
674,Produto B,Categoria 1,28.71,14,2024-11-04,Vendedor 2
675,Produto A,Categoria 3,83.21,18,2024-11-05,Vendedor 1
676,Produto C,Categoria 2,76.85,15,2024-11-06,Vendedor 3
677,Produto A,Categoria 1,69.54,1,2024-11-07,Vendedor 2
678,Produto A,Categoria 3,31.27,6,2024-11-08,Vendedor 2
679,Produto A,Categoria 2,18.81,15,2024-11-09,Vendedor 3
680,Produto B,Categoria 3,61.85,6,2024-11-10,Vendedor 1
681,Produto A,Categoria 3,59.83,18,2024-11-11,Vendedor 1
682,Produto B,Categoria 2,26.95,1,2024-11-12,Vendedor 1
683,Produto B,Categoria 1,15.06,3,2024-11-13,Vendedor 1
684,Produto A,Categoria 3,17.26,17,2024-11-14,Vendedor 1
685,Produto A,Categoria 3,99.35,16,2024-11-15,Vendedor 2
686,Produto A,Categoria 1,80.52,8,2024-11-16,Vendedor 2
687,Produto C,Categoria 1,92.98,17,2024-11-17,Vendedor 2
688,Produto A,Categoria 2,27.55,8,2024-11-18,Vendedor 3
689,Produto B,Categoria 2,96.45,17,2024-11-19,Vendedor 1
690,Produto A,Categoria 2,22.84,9,2024-11-20,Vendedor 3
691,Produto C,Categoria 1,55.82,12,2024-11-21,Vendedor 1
692,Produto A,Categoria 3,84.67,19,2024-11-22,Vendedor 1
693,Produto C,Categoria 3,41.48,4,2024-11-23,Vendedor 3
694,Produto C,Categoria 2,48.23,11,2024-11-24,Vendedor 2
695,Produto A,Categoria 1,21.54,4,2024-11-25,Vendedor 3
696,Produto B,Categoria 3,21.06,14,2024-11-26,Vendedor 2
697,Produto C,Categoria 2,65.76,14,2024-11-27,Vendedor 1
698,Produto A,Categoria 3,70.8,6,2024-11-28,Vendedor 2
699,Produto A,Categoria 3,79.96,17,2024-11-29,Vendedor 1
700,Produto B,Categoria 1,60.1,2,2024-11-30,Vendedor 1
701,Produto C,Categoria 1,68.12,8,2024-12-01,Vendedor 2
702,Produto C,Categoria 3,11.22,4,2024-12-02,Vendedor 1
703,Produto A,Categoria 2,24.6,10,2024-12-03,Vendedor 2
704,Produto A,Categoria 1,98.64,7,2024-12-04,Vendedor 3
705,Produto B,Categoria 3,16.84,4,2024-12-05,Vendedor 1
706,Produto B,Categoria 1,71.09,16,2024-12-06,Vendedor 1
707,Produto C,Categoria 1,25.85,14,2024-12-07,Vendedor 3
708,Produto C,Categoria 1,74.5,16,2024-12-08,Vendedor 1
709,Produto A,Categoria 3,73.54,9,2024-12-09,Vendedor 3
710,Produto C,Categoria 2,31.08,4,2024-12-10,Vendedor 3
711,Produto B,Categoria 2,34.27,6,2024-12-11,Vendedor 1
712,Produto B,Categoria 2,68.93,1,2024-12-12,Vendedor 3
713,Produto A,Categoria 1,45.11,7,2024-12-13,Vendedor 3
714,Produto B,Categoria 3,27.51,1,2024-12-14,Vendedor 3
715,Produto B,Categoria 1,75.85,19,2024-12-15,Vendedor 1
716,Produto B,Categoria 2,23.87,8,2024-12-16,Vendedor 3
717,Produto B,Categoria 2,87.01,3,2024-12-17,Vendedor 2
718,Produto A,Categoria 3,56.32,1,2024-12-18,Vendedor 2
719,Produto A,Categoria 1,19.51,1,2024-12-19,Vendedor 3
720,Produto C,Categoria 2,72.47,7,2024-12-20,Vendedor 2
721,Produto B,Categoria 3,56.72,13,2024-12-21,Vendedor 1
722,Produto C,Categoria 1,36.83,1,2024-12-22,Vendedor 3
723,Produto A,Categoria 1,48.03,16,2024-12-23,Vendedor 1
724,Produto A,Categoria 2,36.85,14,2024-12-24,Vendedor 2
725,Produto A,Categoria 2,33.67,4,2024-12-25,Vendedor 2
726,Produto A,Categoria 1,24.72,12,2024-12-26,Vendedor 2
727,Produto A,Categoria 1,42.65,12,2024-12-27,Vendedor 2
728,Produto A,Categoria 2,32.59,17,2024-12-28,Vendedor 1
729,Produto A,Categoria 1,71.51,15,2024-12-29,Vendedor 3
730,Produto B,Categoria 2,71.55,10,2024-12-30,Vendedor 1
731,Produto C,Categoria 1,55.17,3,2024-12-31,Vendedor 3
732,Produto A,Categoria 2,80.02,12,2025-01-01,Vendedor 2
733,Produto B,Categoria 3,85.72,1,2025-01-02,Vendedor 2
734,Produto B,Categoria 2,62.18,1,2025-01-03,Vendedor 2
735,Produto C,Categoria 2,65.7,10,2025-01-04,Vendedor 2
736,Produto A,Categoria 3,35.46,18,2025-01-05,Vendedor 1
737,Produto C,Categoria 1,90.54,15,2025-01-06,Vendedor 3
738,Produto A,Categoria 3,12.18,2,2025-01-07,Vendedor 3
739,Produto B,Categoria 2,41.37,17,2025-01-08,Vendedor 2
740,Produto B,Categoria 1,74.96,8,2025-01-09,Vendedor 1
741,Produto B,Categoria 3,17.21,9,2025-01-10,Vendedor 2
742,Produto B,Categoria 1,26.49,11,2025-01-11,Vendedor 3
743,Produto C,Categoria 1,63.04,6,2025-01-12,Vendedor 3
744,Produto A,Categoria 3,60.4,14,2025-01-13,Vendedor 1
745,Produto A,Categoria 1,76.5,1,2025-01-14,Vendedor 3
746,Produto C,Categoria 3,83.14,7,2025-01-15,Vendedor 1
747,Produto A,Categoria 2,21.57,9,2025-01-16,Vendedor 2
748,Produto B,Categoria 1,11.65,11,2025-01-17,Vendedor 2
749,Produto A,Categoria 2,72.07,16,2025-01-18,Vendedor 1
750,Produto B,Categoria 2,37.13,19,2025-01-19,Vendedor 2
751,Produto C,Categoria 1,66.34,2,2025-01-20,Vendedor 1
752,Produto A,Categoria 3,23.55,15,2025-01-21,Vendedor 2
753,Produto C,Categoria 1,52.21,3,2025-01-22,Vendedor 2
754,Produto A,Categoria 2,55.4,4,2025-01-23,Vendedor 3
755,Produto B,Categoria 2,62.66,7,2025-01-24,Vendedor 3
756,Produto C,Categoria 3,56.19,12,2025-01-25,Vendedor 1
757,Produto A,Categoria 1,54.61,4,2025-01-26,Vendedor 2
758,Produto B,Categoria 2,39.95,10,2025-01-27,Vendedor 2
759,Produto C,Categoria 2,16.41,6,2025-01-28,Vendedor 2
760,Produto C,Categoria 2,18.06,14,2025-01-29,Vendedor 3
761,Produto A,Categoria 3,49.04,3,2025-01-30,Vendedor 1
762,Produto A,Categoria 2,42.02,17,2025-01-31,Vendedor 1
763,Produto A,Categoria 2,56.45,11,2025-02-01,Vendedor 1
764,Produto B,Categoria 1,37.44,10,2025-02-02,Vendedor 2
765,Produto A,Categoria 1,71.91,10,2025-02-03,Vendedor 1
766,Produto C,Categoria 2,87.76,10,2025-02-04,Vendedor 3
767,Produto C,Categoria 2,36.9,3,2025-02-05,Vendedor 3
768,Produto A,Categoria 1,27.37,15,2025-02-06,Vendedor 1
769,Produto A,Categoria 3,20.46,17,2025-02-07,Vendedor 2
770,Produto C,Categoria 3,65.46,18,2025-02-08,Vendedor 3
771,Produto B,Categoria 3,49.95,19,2025-02-09,Vendedor 3
772,Produto A,Categoria 3,26.92,19,2025-02-10,Vendedor 2
773,Produto A,Categoria 3,68.78,12,2025-02-11,Vendedor 2
774,Produto C,Categoria 3,23.36,5,2025-02-12,Vendedor 1
775,Produto A,Categoria 3,59.89,16,2025-02-13,Vendedor 3
776,Produto B,Categoria 3,57.44,15,2025-02-14,Vendedor 3
777,Produto C,Categoria 1,76.08,15,2025-02-15,Vendedor 1
778,Produto A,Categoria 3,14.96,6,2025-02-16,Vendedor 1
779,Produto C,Categoria 3,89.91,12,2025-02-17,Vendedor 3
780,Produto A,Categoria 3,73.27,2,2025-02-18,Vendedor 3
781,Produto A,Categoria 2,29.45,9,2025-02-19,Vendedor 2
782,Produto A,Categoria 1,26.51,4,2025-02-20,Vendedor 2
783,Produto B,Categoria 1,48.85,5,2025-02-21,Vendedor 3
784,Produto B,Categoria 1,83.58,8,2025-02-22,Vendedor 3
785,Produto C,Categoria 3,85.87,10,2025-02-23,Vendedor 2
786,Produto A,Categoria 3,56.84,7,2025-02-24,Vendedor 1
787,Produto A,Categoria 2,87.47,14,2025-02-25,Vendedor 1
788,Produto B,Categoria 1,10.49,5,2025-02-26,Vendedor 3
